candidate_id,tsa_id,tsa_section,tsa_text,target_corpus,target_id,target_text,rank,cosine_similarity,tentative_alignment_type
CAND-00465,TSA-025,5.2,Develop a written policy and procedure to identify critical facilities,SP800-53,PS-1,"Develop, document, and disseminate a personnel security policy and procedures.",3,0.0692,No Match
CAND-00466,TSA-026,6.2,Develop and implement baseline security measures at all facilities,SP800-53,CM-2,"Develop, document, and maintain a current baseline configuration of the system.",1,0.1393,Related
CAND-00467,TSA-026,6.2,Develop and implement baseline security measures at all facilities,SP800-53,PS-1,"Develop, document, and disseminate a personnel security policy and procedures.",2,0.063,No Match
CAND-00468,TSA-026,6.2,Develop and implement baseline security measures at all facilities,SP800-53,CA-7,Develop a continuous monitoring strategy and implement a program including ongoing control assessments.,3,0.0567,No Match
CAND-00469,TSA-027,6.2,Develop and implement both baseline and enhanced security measures at critical facilities,SP800-53,CM-2,"Develop, document, and maintain a current baseline configuration of the system.",1,0.1172,Related
CAND-00470,TSA-027,6.2,Develop and implement both baseline and enhanced security measures at critical facilities,SP800-53,PS-1,"Develop, document, and disseminate a personnel security policy and procedures.",2,0.0531,No Match
CAND-00471,TSA-027,6.2,Develop and implement both baseline and enhanced security measures at critical facilities,SP800-53,CA-7,Develop a continuous monitoring strategy and implement a program including ongoing control assessments.,3,0.0478,No Match
CAND-00472,TSA-028,6.3,"Develop, document, and implement site-specific security measures for critical facilities",SP800-53,PS-1,"Develop, document, and disseminate a personnel security policy and procedures.",1,0.1234,Related
CAND-00473,TSA-028,6.3,"Develop, document, and implement site-specific security measures for critical facilities",SP800-53,PL-1,"Develop, document, and disseminate a security and privacy planning policy and procedures.",2,0.1107,Related
CAND-00474,TSA-028,6.3,"Develop, document, and implement site-specific security measures for critical facilities",SP800-53,MA-1,"Develop, document, and disseminate a system maintenance policy and procedures.",3,0.1078,Related
CAND-00475,TSA-029,6.3,"Review site-specific security measures periodically, not to exceed 18 months",SP800-53,AC-1,"Develop, document, and disseminate an access control policy and procedures; review and update periodically and following defined events.",1,0.074,No Match
CAND-00476,TSA-029,6.3,"Review site-specific security measures periodically, not to exceed 18 months",SP800-53,AT-2,Provide security and privacy literacy training to system users as part of initial training and periodically thereafter.,2,0.0606,No Match
CAND-00477,TSA-029,6.3,"Review site-specific security measures periodically, not to exceed 18 months",SP800-53,AU-6,Review and analyze system audit records for indications of inappropriate or unusual activity.,3,0.0328,No Match
CAND-00478,TSA-030,T2,Employ measures to impede unauthorized access to facilities,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",1,0.1389,Related
CAND-00479,TSA-030,T2,Employ measures to impede unauthorized access to facilities,SP800-53,AC-6,"Employ the principle of least privilege, allowing only authorized accesses necessary to accomplish assigned tasks.",2,0.0522,No Match
CAND-00480,TSA-030,T2,Employ measures to impede unauthorized access to facilities,SP800-53,PE-3,Enforce physical access authorizations at defined entry/exit points; maintain physical access audit logs.,3,0.0498,No Match
CAND-00481,TSA-031,T2,Create a security perimeter impeding unauthorized vehicles using barriers,SP800-53,CM-6,Establish and document configuration settings using security configuration checklists; implement and monitor for deviations.,1,0.0579,No Match
CAND-00482,TSA-031,T2,Create a security perimeter impeding unauthorized vehicles using barriers,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",2,0.0342,No Match
CAND-00483,TSA-031,T2,Create a security perimeter impeding unauthorized vehicles using barriers,SP800-53,SI-4,"Monitor the system to detect attacks, indicators of potential attacks, and unauthorized connections.",3,0.0339,No Match
CAND-00484,TSA-032,T2,Maintain fences without gaps around gates or underneath fence line,SP800-53,CM-2,"Develop, document, and maintain a current baseline configuration of the system.",1,0.0459,No Match
CAND-00485,TSA-032,T2,Maintain fences without gaps around gates or underneath fence line,SP800-53,PE-3,Enforce physical access authorizations at defined entry/exit points; maintain physical access audit logs.,2,0.0257,No Match
CAND-00486,TSA-032,T2,Maintain fences without gaps around gates or underneath fence line,SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0,No Match
CAND-00487,TSA-033,T2,"Ensure clear zone several feet on either side of fence, free of obstructions",SP800-53,SR-6,Assess and review the supply chain-related risks associated with suppliers or contractors.,1,0.0,No Match
CAND-00488,TSA-033,T2,"Ensure clear zone several feet on either side of fence, free of obstructions",SP800-53,SR-3,Establish a process to identify and address weaknesses or deficiencies in the supply chain elements and processes.,2,0.0,No Match
CAND-00489,TSA-033,T2,"Ensure clear zone several feet on either side of fence, free of obstructions",SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0,No Match
CAND-00490,TSA-034,T2,Employ measures to impede unauthorized persons from gaining facility access,SP800-53,PE-6,Monitor physical access to the facility and system to detect and respond to physical security incidents.,1,0.0744,No Match
CAND-00491,TSA-034,T2,Employ measures to impede unauthorized persons from gaining facility access,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",2,0.0613,No Match
CAND-00492,TSA-034,T2,Employ measures to impede unauthorized persons from gaining facility access,SP800-53,AC-6,"Employ the principle of least privilege, allowing only authorized accesses necessary to accomplish assigned tasks.",3,0.0413,No Match
CAND-00493,TSA-035,T2,Implement procedures for controlling access to facility and restricted areas,SP800-53,PE-6,Monitor physical access to the facility and system to detect and respond to physical security incidents.,1,0.153,Related
CAND-00494,TSA-035,T2,Implement procedures for controlling access to facility and restricted areas,SP800-53,AC-1,"Develop, document, and disseminate an access control policy and procedures; review and update periodically and following defined events.",2,0.045,No Match
CAND-00495,TSA-035,T2,Implement procedures for controlling access to facility and restricted areas,SP800-53,PE-3,Enforce physical access authorizations at defined entry/exit points; maintain physical access audit logs.,3,0.0421,No Match
CAND-00496,TSA-036,T2,Close and secure perimeter gates or entrances when not in use,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",1,0.053,No Match
CAND-00497,TSA-036,T2,Close and secure perimeter gates or entrances when not in use,SP800-53,AC-2,"Define, document, and manage system account types, creation, enabling, modification, disabling, and removal; monitor account use.",2,0.041,No Match
CAND-00498,TSA-036,T2,Close and secure perimeter gates or entrances when not in use,SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0,No Match
CAND-00499,TSA-037,T2,Post 'No Trespassing' or 'Authorized Personnel Only' signs at visible intervals,SP800-53,PS-1,"Develop, document, and disseminate a personnel security policy and procedures.",1,0.0616,No Match
CAND-00500,TSA-037,T2,Post 'No Trespassing' or 'Authorized Personnel Only' signs at visible intervals,SP800-53,AC-6,"Employ the principle of least privilege, allowing only authorized accesses necessary to accomplish assigned tasks.",2,0.0582,No Match
CAND-00501,TSA-037,T2,Post 'No Trespassing' or 'Authorized Personnel Only' signs at visible intervals,SP800-53,IR-6,Require personnel to report suspected incidents to the organizational incident response capability within a defined time period.,3,0.0349,No Match
CAND-00502,TSA-038,T2,Install and maintain gates of equivalent quality to attached barrier,SP800-53,CM-2,"Develop, document, and maintain a current baseline configuration of the system.",1,0.0459,No Match
CAND-00503,TSA-038,T2,Install and maintain gates of equivalent quality to attached barrier,SP800-53,PE-3,Enforce physical access authorizations at defined entry/exit points; maintain physical access audit logs.,2,0.0257,No Match
CAND-00504,TSA-038,T2,Install and maintain gates of equivalent quality to attached barrier,SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0,No Match
CAND-00505,TSA-039,T2,"Establish and document key control procedures for issuance, tracking, collection",SP800-53,SC-7,Monitor and control communications at external and key internal managed interfaces of the system.,1,0.099,Related
CAND-00506,TSA-039,T2,"Establish and document key control procedures for issuance, tracking, collection",SP800-53,CM-6,Establish and document configuration settings using security configuration checklists; implement and monitor for deviations.,2,0.0934,Related
CAND-00507,TSA-039,T2,"Establish and document key control procedures for issuance, tracking, collection",SP800-53,AC-1,"Develop, document, and disseminate an access control policy and procedures; review and update periodically and following defined events.",3,0.07,No Match
CAND-00508,TSA-040,T2,Use patent keys to prevent unauthorized duplication,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",1,0.0926,Related
